0,0,0.058603,0.057634,0.038819,0.038300,0.019722,0.017832,0.017471,0.016993,0.016702,0.016407,0.000873,0.000771,0.000667,0.000467,0.000363,0.000258,0.000155,0.000615,0.000461,0.000304,0.000150,0.001539,0.001390,0.000706,0.001594,0.001493,0.001391,0.001287,0.001081,0.000734,0.000468,0.000101,-0.000561,-0.000989,-0.000416,-0.000648,0.000646,-0.000130,-0.000320,-0.000432,-0.000634,-0.000835,0.000473,0.000405,0.000337,0.000270,0.000202,0.000135,0.000067,0.000270,0.000202,0.000135,0.000067,0.000203,0.000136,0.000068,0.000542,0.000474,0.000407,0.000338,0.000270,0.000202,0.000135,0.000067,0.003115,0.003032,0.001420,0.001406,0.000380,0.000316,0.000305,0.000293,0.000290,0.000286,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000000,0.000000,1.102500,1.095804,1.061019,1.043480,1.025523,1.004971,1.000957,0.985608,0.964349,0.943361,0.939408,0.938927,0.936932,0.936181,0.935659,0.935184,0.934479,0.934289,1.095625,1.094418,1.094182,1.093970,1.060074,1.058397,1.057549,1.004497,1.003882,1.001572,0.999986,0.999214,0.998079,0.997836,0.997749,0.058603,-0.000494
0,1,0.065840,0.063741,0.041952,0.041072,0.023132,0.018844,0.017945,0.016982,0.016559,0.016123,0.002081,0.001829,0.001591,0.001098,0.000849,0.000610,0.000365,0.001449,0.001082,0.000701,0.000337,0.003828,0.003453,0.001763,0.003773,0.003519,0.003271,0.003008,0.002520,0.001696,0.001098,0.000235,-0.000324,-0.001224,-0.000437,-0.000788,0.001520,-0.000140,-0.000435,-0.000639,-0.000933,-0.001223,0.001103,0.000946,0.000786,0.000628,0.000471,0.000314,0.000157,0.000628,0.000471,0.000314,0.000157,0.000479,0.000320,0.000158,0.001270,0.001112,0.000954,0.000791,0.000630,0.000472,0.000314,0.000157,0.003932,0.003712,0.001666,0.001626,0.000528,0.000357,0.000326,0.000297,0.000289,0.000280,0.000006,0.000005,0.000003,0.000002,0.000001,0.000001,0.000000,0.000002,0.000001,0.000001,0.000000,0.000014,0.000011,0.000003,0.000016,0.000014,0.000012,0.000010,0.000007,0.000003,0.000001,0.000000,1.102500,1.094960,1.056573,1.037624,1.018399,0.993658,0.989423,0.973691,0.952640,0.932113,0.928261,0.927119,0.922411,0.920637,0.919416,0.918305,0.916650,0.916204,1.094541,1.091714,1.091169,1.090688,1.054235,1.050089,1.047981,0.992539,0.991090,0.985665,0.981959,0.980160,0.977533,0.976966,0.976762,0.065840,-0.000167
0,2,0.067107,0.064032,0.042590,0.041419,0.025293,0.018704,0.017421,0.016043,0.015495,0.014963,0.003202,0.002820,0.002427,0.001703,0.001328,0.000935,0.000567,0.002222,0.001652,0.001088,0.000544,0.005835,0.005293,0.002605,0.005901,0.005534,0.005142,0.004735,0.003968,0.002627,0.001712,0.000363,-0.000003,-0.001336,-0.000415,-0.000857,0.002352,-0.000147,-0.000526,-0.000813,-0.001178,-0.001537,0.001710,0.001467,0.001217,0.000972,0.000728,0.000485,0.000242,0.000972,0.000729,0.000485,0.000242,0.000747,0.000499,0.000245,0.001977,0.001733,0.001488,0.001229,0.000976,0.000731,0.000485,0.000242,0.004085,0.003747,0.001717,0.001655,0.000634,0.000353,0.000308,0.000266,0.000254,0.000243,0.000014,0.000011,0.000008,0.000004,0.000003,0.000001,0.000000,0.000005,0.000003,0.000001,0.000000,0.000033,0.000027,0.000007,0.000039,0.000034,0.000029,0.000024,0.000017,0.000008,0.000003,0.000000,1.102500,1.094796,1.056270,1.037028,1.017656,0.990021,0.985823,0.970580,0.950877,0.931940,0.928398,0.926639,0.919374,0.916654,0.914761,0.913030,0.910485,0.909794,1.094152,1.089822,1.088977,1.088213,1.052701,1.046343,1.043219,0.988271,0.985997,0.977491,0.971676,0.968850,0.964782,0.963900,0.963586,0.067107,0.000239
0,3,0.081725,0.077485,0.050291,0.048676,0.031476,0.022482,0.020771,0.018874,0.018068,0.017247,0.004405,0.003868,0.003368,0.002322,0.001790,0.001279,0.000810,0.002980,0.002236,0.001474,0.000748,0.008089,0.007272,0.003681,0.008002,0.007485,0.006951,0.006372,0.005368,0.003614,0.002358,0.000532,-0.006600,-0.008559,-0.006521,-0.007161,-0.003814,-0.007524,-0.008101,-0.008530,-0.009090,-0.009645,0.002514,0.002157,0.001788,0.001426,0.001068,0.000712,0.000355,0.001426,0.001070,0.000710,0.000355,0.001105,0.000738,0.000360,0.002915,0.002556,0.002196,0.001809,0.001434,0.001075,0.000711,0.000355,0.006098,0.005558,0.002451,0.002355,0.000999,0.000575,0.000508,0.000445,0.000432,0.000419,0.000028,0.000021,0.000016,0.000008,0.000005,0.000002,0.000001,0.000010,0.000006,0.000002,0.000001,0.000064,0.000051,0.000013,0.000074,0.000064,0.000055,0.000046,0.000032,0.000015,0.000006,0.000000,1.102500,1.093510,1.049186,1.027895,1.006649,0.978300,0.978952,0.963000,0.946898,0.932029,0.928587,0.926143,0.915976,0.912115,0.909469,0.907077,0.903494,0.902500,1.092622,1.086624,1.085447,1.084370,1.044214,1.035439,1.031014,0.975898,0.972785,0.961084,0.953129,0.949271,0.943595,0.942361,0.941900,0.081725,-0.006246
0,4,0.084065,0.079391,0.052243,0.050564,0.034183,0.024302,0.022354,0.020231,0.019303,0.018377,0.004877,0.004291,0.003709,0.002588,0.002008,0.001429,0.000848,0.003369,0.002530,0.001684,0.000839,0.008988,0.008132,0.004020,0.008740,0.008155,0.007582,0.006988,0.005793,0.003935,0.002519,0.000566,-0.009553,-0.011639,-0.009131,-0.009820,-0.006367,-0.010386,-0.011039,-0.011509,-0.012147,-0.012777,0.002679,0.002299,0.001904,0.001518,0.001137,0.000758,0.000378,0.001518,0.001139,0.000756,0.000378,0.001182,0.000790,0.000384,0.003112,0.002729,0.002344,0.001929,0.001528,0.001144,0.000756,0.000377,0.006493,0.005888,0.002682,0.002582,0.001202,0.000715,0.000635,0.000563,0.000549,0.000536,0.000033,0.000026,0.000019,0.000010,0.000006,0.000003,0.000001,0.000012,0.000007,0.000003,0.000001,0.000078,0.000064,0.000016,0.000088,0.000076,0.000065,0.000055,0.000038,0.000018,0.000007,0.000000,1.102500,1.093416,1.048923,1.027363,1.005880,0.977110,0.979569,0.963102,0.948079,0.934498,0.931035,0.928345,0.917205,0.913011,0.910108,0.907466,0.903545,0.902500,1.092430,1.085766,1.084454,1.083270,1.043417,1.033639,1.028816,0.974496,0.971114,0.958414,0.949739,0.945582,0.939435,0.938118,0.937628,0.084065,-0.009176
0,5,0.087730,0.082586,0.055474,0.053529,0.035610,0.024957,0.022890,0.020609,0.019641,0.018643,0.005208,0.004571,0.003929,0.002711,0.002094,0.001484,0.000873,0.003697,0.002745,0.001840,0.000903,0.009446,0.008495,0.004266,0.009389,0.008764,0.008120,0.007481,0.006321,0.004273,0.002680,0.000601,-0.020165,-0.022394,-0.018245,-0.019023,-0.006477,-0.010763,-0.011455,-0.011953,-0.012625,-0.013291,0.002847,0.002444,0.002022,0.001612,0.001208,0.000805,0.000401,0.001613,0.001211,0.000803,0.000401,0.001257,0.000840,0.000408,0.003312,0.002905,0.002497,0.002053,0.001625,0.001217,0.000803,0.000401,0.007350,0.006695,0.003246,0.003134,0.001298,0.000755,0.000667,0.000588,0.000574,0.000560,0.000038,0.000029,0.000021,0.000011,0.000006,0.000003,0.000001,0.000015,0.000008,0.000004,0.000001,0.000086,0.000070,0.000018,0.000101,0.000087,0.000074,0.000063,0.000045,0.000021,0.000008,0.000001,1.102500,1.093620,1.050628,1.029749,1.009124,0.979036,0.981640,0.964826,0.949743,0.936180,0.932694,0.929823,0.917967,0.913519,0.910464,0.907695,0.903585,0.902500,1.092549,1.085362,1.083943,1.082675,1.044836,1.034609,1.029491,0.976233,0.972604,0.959022,0.949748,0.945227,0.938584,0.937183,0.936663,0.087730,-0.019764
0,6,0.078980,0.074344,0.048235,0.046570,0.030977,0.020898,0.018927,0.016789,0.016015,0.015246,0.004990,0.004438,0.003848,0.002643,0.002093,0.001477,0.000877,0.003394,0.002562,0.001729,0.000868,0.008714,0.007801,0.003935,0.009006,0.008431,0.007860,0.007245,0.006058,0.004091,0.002612,0.000575,-0.004541,-0.006633,-0.004847,-0.005490,-0.001678,-0.005648,-0.006216,-0.006659,-0.007198,-0.007732,0.002724,0.002338,0.001935,0.001542,0.001156,0.000770,0.000384,0.001542,0.001158,0.000768,0.000384,0.001197,0.000799,0.000390,0.003166,0.002777,0.002386,0.001962,0.001553,0.001163,0.000769,0.000384,0.005677,0.005094,0.002237,0.002135,0.000954,0.000478,0.000405,0.000338,0.000325,0.000313,0.000035,0.000027,0.000020,0.000010,0.000006,0.000003,0.000001,0.000013,0.000007,0.000003,0.000001,0.000074,0.000059,0.000015,0.000093,0.000081,0.000069,0.000059,0.000041,0.000019,0.000008,0.000001,1.102500,1.093703,1.050653,1.029897,1.009233,0.979489,0.979047,0.964157,0.948938,0.934929,0.931821,0.929071,0.917608,0.913292,0.910333,0.907600,0.903576,0.902500,1.092708,1.085952,1.084611,1.083394,1.045294,1.035875,1.031142,0.976801,0.973313,0.960201,0.951241,0.946909,0.940550,0.939192,0.938693,0.078980,-0.004157
0,7,0.084304,0.080189,0.051327,0.049764,0.029141,0.020522,0.018790,0.016914,0.016181,0.015464,0.004213,0.003698,0.003204,0.002235,0.001741,0.001259,0.000751,0.002904,0.002191,0.001435,0.000695,0.007720,0.006945,0.003497,0.007704,0.007218,0.006748,0.006234,0.005180,0.003468,0.002222,0.000497,-0.004965,-0.006818,-0.004948,-0.005575,-0.002360,-0.005792,-0.006303,-0.006694,-0.007184,-0.007669,0.002348,0.002015,0.001670,0.001332,0.000998,0.000665,0.000332,0.001332,0.000999,0.000664,0.000332,0.001031,0.000689,0.000337,0.002724,0.002388,0.002051,0.001690,0.001340,0.001004,0.000664,0.000331,0.006469,0.005925,0.002540,0.002448,0.000853,0.000466,0.000403,0.000345,0.000332,0.000320,0.000025,0.000019,0.000014,0.000007,0.000004,0.000002,0.000001,0.000009,0.000005,0.000002,0.000001,0.000058,0.000047,0.000012,0.000068,0.000059,0.000051,0.000044,0.000030,0.000014,0.000006,0.000000,1.102500,1.093119,1.046630,1.024506,1.002365,0.975054,0.974808,0.960065,0.944723,0.930488,0.927321,0.924992,0.915339,0.911693,0.909173,0.906874,0.903424,0.902500,1.092265,1.086470,1.085341,1.084339,1.041893,1.033525,1.029327,0.972752,0.969764,0.958496,0.950782,0.947073,0.941661,0.940500,0.940070,0.084304,-0.004634
0,8,0.075726,0.072722,0.046369,0.045211,0.028530,0.022337,0.021156,0.019772,0.019138,0.018498,0.003012,0.002658,0.002306,0.001595,0.001227,0.000856,0.000501,0.002124,0.001593,0.001052,0.000520,0.005483,0.004956,0.002500,0.005442,0.005079,0.004723,0.004345,0.003618,0.002457,0.001623,0.000361,-0.003842,-0.005202,-0.003808,-0.004288,-0.001660,-0.004218,-0.004661,-0.004972,-0.005412,-0.005846,0.001699,0.001458,0.001210,0.000966,0.000724,0.000483,0.000241,0.000966,0.000725,0.000482,0.000241,0.000741,0.000494,0.000243,0.001961,0.001718,0.001475,0.001220,0.000970,0.000727,0.000482,0.000241,0.005215,0.004859,0.002059,0.002000,0.000808,0.000525,0.000478,0.000431,0.000419,0.000407,0.000013,0.000010,0.000007,0.000004,0.000002,0.000001,0.000000,0.000005,0.000003,0.000001,0.000000,0.000029,0.000024,0.000006,0.000034,0.000029,0.000025,0.000021,0.000015,0.000007,0.000003,0.000000,1.102500,1.094035,1.051506,1.031349,1.011030,0.983705,0.981829,0.964520,0.943969,0.924301,0.920244,0.918575,0.911618,0.908986,0.907176,0.905541,0.903130,0.902500,1.093411,1.089200,1.088374,1.087633,1.048137,1.042158,1.039153,0.982074,0.979964,0.972023,0.966606,0.964003,0.960148,0.959302,0.958989,0.075726,-0.003601
0,9,0.067107,0.065285,0.040734,0.039958,0.023101,0.019423,0.018705,0.017827,0.017404,0.016978,0.001798,0.001577,0.001370,0.000963,0.000757,0.000541,0.000326,0.001237,0.000923,0.000617,0.000309,0.003315,0.003006,0.001527,0.003211,0.003015,0.002804,0.002590,0.002166,0.001468,0.000940,0.000216,-0.000387,-0.001228,-0.000475,-0.000802,0.001392,-0.000149,-0.000439,-0.000635,-0.000930,-0.001222,0.001013,0.000869,0.000722,0.000577,0.000433,0.000288,0.000144,0.000577,0.000433,0.000288,0.000144,0.000439,0.000293,0.000145,0.001164,0.001020,0.000875,0.000726,0.000579,0.000434,0.000288,0.000144,0.004085,0.003894,0.001572,0.001540,0.000526,0.000380,0.000354,0.000327,0.000319,0.000312,0.000005,0.000004,0.000003,0.000001,0.000001,0.000000,0.000000,0.000002,0.000001,0.000000,0.000000,0.000011,0.000009,0.000002,0.000012,0.000010,0.000009,0.000007,0.000005,0.000002,0.000001,0.000000,1.102500,1.094819,1.055505,1.037115,1.018416,0.993820,0.989459,0.973061,0.950940,0.929330,0.925269,0.924272,0.920135,0.918568,0.917479,0.916480,0.914990,0.914589,1.094453,1.091990,1.091502,1.091060,1.053471,1.049848,1.048014,0.992856,0.991603,0.986886,0.983656,0.982098,0.979794,0.979300,0.979112,0.067107,-0.000243
