1,2,3.12e-05,7.487e-05,0,999,999,999,0,0,1,-360,360
2,3,3.12e-05,7.487e-05,0,999,999,999,0,0,1,-360,360
3,4,9.359e-05,0.00022461,0,999,999,999,0,0,1,-360,360
4,5,0.0015661,0.0018343,0,999,999,999,0,0,1,-360,360
5,6,0.022836,0.01163,0,999,999,999,0,0,1,-360,360
6,7,0.023778,0.01211,0,999,999,999,0,0,1,-360,360
7,8,0.0057526,0.0029325,0,999,999,999,0,0,1,-360,360
8,9,0.003076,0.0015661,0,999,999,999,0,0,1,-360,360
9,10,0.051099,0.01689,0,999,999,999,0,0,1,-360,360
10,11,0.01168,0.0038621,0,999,999,999,0,0,1,-360,360
11,12,0.044386,0.014668,0,999,999,999,0,0,1,-360,360
12,13,0.064264,0.021213,0,999,999,999,0,0,1,-360,360
13,14,0.065138,0.021525,0,999,999,999,0,0,1,-360,360
14,15,0.066011,0.021812,0,999,999,999,0,0,1,-360,360
15,16,0.012266,0.0040555,0,999,999,999,0,0,1,-360,360
16,17,0.02336,0.0077242,0,999,999,999,0,0,1,-360,360
17,18,0.00029324,9.983e-05,0,999,999,999,0,0,1,-360,360
18,19,0.02044,0.0067571,0,999,999,999,0,0,1,-360,360
19,20,0.01314,0.0043425,0,999,999,999,0,0,1,-360,360
20,21,0.021313,0.0070441,0,999,999,999,0,0,1,-360,360
21,22,0.0008735,0.00028701,0,999,999,999,0,0,1,-360,360
22,23,0.0099267,0.0032818,0,999,999,999,0,0,1,-360,360
23,24,0.021607,0.0071439,0,999,999,999,0,0,1,-360,360
24,25,0.04672,0.015442,0,999,999,999,0,0,1,-360,360
25,26,0.019273,0.0063703,0,999,999,999,0,0,1,-360,360
26,27,0.010806,0.0035689,0,999,999,999,0,0,1,-360,360
3,28,0.00027453,0.00067384,0,999,999,999,0,0,1,-360,360
28,29,0.0039931,0.0097644,0,999,999,999,0,0,1,-360,360
29,30,0.02482,0.0082046,0,999,999,999,0,0,1,-360,360
30,31,0.00438,0.0014475,0,999,999,999,0,0,1,-360,360
31,32,0.0219,0.0072375,0,999,999,999,0,0,1,-360,360
32,33,0.052347,0.01757,0,999,999,999,0,0,1,-360,360
33,34,0.10657,0.035227,0,999,999,999,0,0,1,-360,360
34,35,0.091967,0.030404,0,999,999,999,0,0,1,-360,360
3,36,0.00027453,0.00067384,0,999,999,999,0,0,1,-360,360
36,37,0.0039931,0.0097644,0,999,999,999,0,0,1,-360,360
37,38,0.0065699,0.0076743,0,999,999,999,0,0,1,-360,360
38,39,0.0018967,0.0022149,0,999,999,999,0,0,1,-360,360
39,40,0.00011231,0.00013102,0,999,999,999,0,0,1,-360,360
40,41,0.04544,0.05309,0,999,999,999,0,0,1,-360,360
41,42,0.019342,0.022605,0,999,999,999,0,0,1,-360,360
42,43,0.0025581,0.0029824,0,999,999,999,0,0,1,-360,360
43,44,0.00057401,0.00072375,0,999,999,999,0,0,1,-360,360
44,45,0.0067945,0.0085665,0,999,999,999,0,0,1,-360,360
45,46,5.615e-05,7.487e-05,0,999,999,999,0,0,1,-360,360
4,47,0.00021213,0.0005241,0,999,999,999,0,0,1,-360,360
47,48,0.0053096,0.012996,0,999,999,999,0,0,1,-360,360
48,49,0.018081,0.044243,0,999,999,999,0,0,1,-360,360
49,50,0.0051287,0.012547,0,999,999,999,0,0,1,-360,360
8,51,0.00579,0.0029512,0,999,999,999,0,0,1,-360,360
51,52,0.020708,0.0069505,0,999,999,999,0,0,1,-360,360
9,53,0.010856,0.005528,0,999,999,999,0,0,1,-360,360
53,54,0.012666,0.0064514,0,999,999,999,0,0,1,-360,360
54,55,0.017732,0.0090282,0,999,999,999,0,0,1,-360,360
55,56,0.017551,0.0089409,0,999,999,999,0,0,1,-360,360
56,57,0.099204,0.033299,0,999,999,999,0,0,1,-360,360
57,58,0.048897,0.016409,0,999,999,999,0,0,1,-360,360
58,59,0.01898,0.0062767,0,999,999,999,0,0,1,-360,360
59,60,0.02409,0.0073124,0,999,999,999,0,0,1,-360,360
60,61,0.031664,0.016128,0,999,999,999,0,0,1,-360,360
61,62,0.006077,0.0030947,0,999,999,999,0,0,1,-360,360
62,63,0.0090469,0.0046046,0,999,999,999,0,0,1,-360,360
63,64,0.04433,0.02258,0,999,999,999,0,0,1,-360,360
64,65,0.064951,0.033081,0,999,999,999,0,0,1,-360,360
11,66,0.012553,0.0038122,0,999,999,999,0,0,1,-360,360
66,67,0.00029324,8.735e-05,0,999,999,999,0,0,1,-360,360
12,68,0.046133,0.015249,0,999,999,999,0,0,1,-360,360
68,69,0.00029324,9.983e-05,0,999,999,999,0,0,1,-360,360
