0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.44499058006785974,1.72315200966675297,1.57502194939002726,1.3628262652034635,1.51211608998793867,1.49931879192280593,1.52866465131623208,1.41746624059736859,1.61469317878807894,1.59313775550918213,1.28587631141659875,1.65171795413397193,1.42302575767711192,1.3305307436583711,1.38234583204361439,1.69890886547310704,1.40513985786618489,1.33369126062618615,1.3901070979566279,1.611478740880393
2.78375775144489301,2.46693232591399747,2.54861270539201179,2.28297747518647132,2.55061238723387751,1.92103956861346936,2.8459532890263195,2.99419703932894476,2.44417729466241074,1.85343122656384063,2.60801989772960985,2.88335047469855832,2.7677053028876375,2.17678470838039262,2.41109875663644857,2.52572158515206269,2.51930526514187658,2.50379290752392158,2.51274161894012238,2.14781695804494577
7.93488859358662779,8.42332428502786001,7.25331163792405942,7.10091076428795631,9.29340036550224013,10.0396993969165447,9.11172800328304611,8.91528297957859728,8.25380702761647989,9.30787392483506792,8.76574831374694874,9.13605431832580095,7.91475715720265161,8.62237843360357203,8.78177162805117462,6.34134291034060205,7.15539308592630618,8.91954172804111423,8.60163928268834077,9.76487055550519223
21.8612719049033721,23.3402408573381841,18.5574898272246109,20.7563187409978624,22.4333291824287571,19.400565534771065,24.0207677255842995,16.5112809576170356,21.6771817614385078,21.8150521690171253,18.9930161887086228,21.5432102143900188,19.7499445532968956,22.7537352495810445,21.0055145159663503,18.8385765681916411,17.8664935183599063,17.295225091125328,20.5042989525760824,20.2394189675598213
35.9016339756678207,27.5732713982488171,24.344038312570067,28.605435308855828,33.9030947993168681,39.8185700398860973,30.0331320808772091,31.3405779894063521,29.7661478152392078,30.471273008502898,34.5023112228340096,29.3248294755919758,30.8378687270169856,32.5886355488769155,29.7645334321520529,31.0775668481780016,30.7457021367846828,29.2531520063929875,33.0743995411799716,33.1983201097169953
39.8833442020042455,40.402179994484932,45.7423223401460319,41.4194946236687258,43.537050973681751,40.473691200913656,43.2094040212115189,39.7509572167916687,42.3599290742147687,42.3515094694343759,40.4707912824350799,41.2814968321124951,38.8102363323694348,40.6457762503478932,43.6845673648505297,45.5995129944153064,45.0677828246053451,44.9486167998770014,44.8538810685233571,42.1490470271565272
